Topic_0,Topic_1,Topic_2,Topic_3,Topic_4,Topic_5,Topic_6,Topic_7
0.13457453,0.30885297,0.10994154,0.0043185083,0.004313321,0.3019156,0.0043165796,0.13176696
0.0026094667,0.08201755,0.002609613,0.4015933,0.07031719,0.0026099174,0.058086544,0.3801564
0.00893569,0.008943093,0.50713784,0.008937474,0.4392156,0.008956742,0.008936295,0.008937312
0.02087057,0.020863248,0.42577472,0.020856254,0.19701034,0.27291948,0.02085388,0.020851474
0.0062614167,0.17662005,0.006258182,0.0062637134,0.36577424,0.006262267,0.006255152,0.42630494
0.25304395,0.013898716,0.013902742,0.013894345,0.013906618,0.6635595,0.01388974,0.013904359
0.2956596,0.011382009,0.0113736605,0.01137816,0.011370352,0.36259502,0.2848692,0.011372071
0.020850418,0.020838546,0.020838518,0.020836888,0.020858984,0.020844247,0.020843837,0.8540886
0.01790038,0.017944045,0.017904721,0.017920228,0.3495435,0.017902583,0.017892044,0.54299253
0.015636928,0.015649233,0.18817638,0.015645761,0.015635679,0.015648363,0.015638746,0.71796894
0.0056927004,0.6370876,0.0056884284,0.32876098,0.0056919507,0.0056907665,0.0056953137,0.0056922706
0.03125233,0.03125233,0.03131329,0.031252325,0.031252325,0.0312556,0.03129408,0.78112775
0.40355206,0.5130106,0.013899321,0.013908871,0.013897564,0.01389389,0.013938637,0.013898995
0.01389407,0.013934746,0.013911076,0.013938195,0.43820664,0.013890679,0.47831273,0.0139118405
0.11733899,0.012537687,0.012521493,0.0125292875,0.01251675,0.012523203,0.012512974,0.8075196
0.009639656,0.44661868,0.18650459,0.009632906,0.3187322,0.009617989,0.009620868,0.009633155
0.0018682146,0.08494372,0.0018701258,0.16700493,0.73870677,0.0018682735,0.0018676666,0.0018702399
0.003910671,0.24102266,0.00391406,0.0039150347,0.11872975,0.0039167525,0.003912114,0.62067896
0.21935417,0.006591204,0.45317394,0.00658669,0.2945428,0.0065806247,0.0065829637,0.006587656
0.0065868027,0.43141037,0.0065899114,0.0065922444,0.0065941466,0.006593867,0.006581702,0.52905095
0.096220724,0.23877479,0.004818786,0.0048155733,0.08606972,0.5596722,0.0048102112,0.004818023
0.31034714,0.008938802,0.008940589,0.008936197,0.008934644,0.008939854,0.0089351935,0.6360276
0.02506679,0.025058499,0.29585087,0.025087923,0.5538234,0.025045391,0.02502855,0.02503858
0.011375599,0.34176877,0.011365962,0.1286519,0.011381759,0.47269928,0.011375216,0.011381521
0.26563781,0.01563512,0.14323074,0.015640587,0.015647516,0.51292086,0.015644701,0.015642649
0.004813935,0.4832375,0.004818785,0.004830185,0.14991067,0.10609955,0.0048162565,0.24147312
0.24240787,0.025051843,0.02500087,0.025028693,0.025017494,0.60745054,0.02502488,0.025017766
0.08714659,0.85922176,0.008940474,0.008939172,0.008933716,0.008939523,0.008932556,0.008946169
0.020918578,0.02088008,0.02092727,0.85385823,0.020854674,0.020853702,0.02085372,0.020853693
0.003685179,0.035338067,0.0036813302,0.8931992,0.0036842374,0.053043865,0.003685029,0.0036830297
0.0069480115,0.7199296,0.23834048,0.006953746,0.006948628,0.006975363,0.0069454224,0.006958779
0.0069532786,0.17393501,0.31442904,0.4768632,0.0069561624,0.0069551324,0.0069500827,0.006958046
0.34345925,0.008946194,0.008936866,0.34991664,0.26190805,0.008951008,0.008932581,0.008949413
0.1306942,0.0036840949,0.003681344,0.28936738,0.0036833438,0.132359,0.0036790085,0.43285158
0.020857904,0.02084432,0.020870738,0.52596664,0.020835306,0.020894283,0.34889168,0.02083916
0.20572457,0.7316845,0.010432745,0.010431281,0.010427562,0.010431045,0.010438766,0.010429528
0.38207984,0.27163425,0.0065871743,0.006596704,0.0065883184,0.12925842,0.19066675,0.006588543
0.119350314,0.01564384,0.015635725,0.015626386,0.015642442,0.3035825,0.015638452,0.4988804
0.58725095,0.017868383,0.017866213,0.30550516,0.01788062,0.017866211,0.017893108,0.017869398
0.60913235,0.0048146644,0.1560184,0.004814049,0.004818649,0.004813153,0.004810392,0.21077839
0.0059604174,0.0059633967,0.005963272,0.15947731,0.22682983,0.43583405,0.005960081,0.1540116
0.1086168,0.0065919333,0.0065913494,0.0065881326,0.0065901685,0.006590408,0.25708315,0.60134804
0.013921323,0.013909011,0.61924905,0.0138943195,0.013895694,0.013899322,0.01390597,0.29732537
0.40884197,0.015675219,0.2994527,0.015660334,0.015652362,0.015653402,0.015665645,0.21339837
0.32672966,0.012509207,0.21853237,0.012537035,0.012528085,0.39211667,0.012528227,0.012518692
0.007814728,0.007818774,0.007823972,0.007813455,0.007814653,0.21227781,0.007815634,0.74082094
0.58107316,0.293734,0.020859584,0.020877222,0.020848528,0.020893566,0.020848555,0.020865386
0.062500834,0.062500834,0.062500834,0.062500834,0.062500834,0.56249416,0.062500834,0.062500834
0.012525566,0.012548776,0.31980002,0.012517988,0.605043,0.012532557,0.012512621,0.012519454
0.105688184,0.68327594,0.008949221,0.008946278,0.16630232,0.008948455,0.008934299,0.008955243
0.017874608,0.017879486,0.5890352,0.017883096,0.30366692,0.017900936,0.017862557,0.017897153
0.009643798,0.009629149,0.009633044,0.5026047,0.009627981,0.009620506,0.009618531,0.43962225
0.011397547,0.011392694,0.74783623,0.011366992,0.011367075,0.18388626,0.011370755,0.011382393
0.008347191,0.008347681,0.008341275,0.00835788,0.8030309,0.00833694,0.008356959,0.1468812
0.02084745,0.020844836,0.8539143,0.02084224,0.020853782,0.020913264,0.020851044,0.02093307
0.025033118,0.025047574,0.2666136,0.02503452,0.38378292,0.22444947,0.025017807,0.025021017
0.009642881,0.21914685,0.0096293,0.37715796,0.009630733,0.009621407,0.009628188,0.35554266
0.017888617,0.017882317,0.017899828,0.017870227,0.017857978,0.5518017,0.3409045,0.017894799
0.06269605,0.5611274,0.0626962,0.062695935,0.06269594,0.06269616,0.06269637,0.062695965
0.009631647,0.009627953,0.009632161,0.009637986,0.00963137,0.009619494,0.00961778,0.93260163
0.0059568775,0.41890344,0.005960548,0.13041739,0.005959644,0.111271955,0.0059641246,0.31556606
0.18635999,0.0073613906,0.0073597953,0.76949674,0.0073587624,0.0073553314,0.0073539545,0.007354002
0.011374431,0.920339,0.011386797,0.01137372,0.011376114,0.011382783,0.011376575,0.011390597
0.3551917,0.01790139,0.38195798,0.017870808,0.017894262,0.017858338,0.1734331,0.017892443
0.008947016,0.008945426,0.23401839,0.21538658,0.008947878,0.008937763,0.5058792,0.00893773
0.47136152,0.017876817,0.017876057,0.017898243,0.017889133,0.4213399,0.017860929,0.017897438
0.009632851,0.5912459,0.009644153,0.009620687,0.009619341,0.009626767,0.009651893,0.35095838
0.06255272,0.0625527,0.06255276,0.06255269,0.06255269,0.06255274,0.562131,0.0625527
0.405026,0.079139695,0.0032108917,0.49977353,0.0032135032,0.0032120524,0.0032099485,0.0032144003
0.0031303144,0.60844004,0.0031295798,0.13234647,0.24356349,0.0031312944,0.003127153,0.0031315929
0.015641864,0.015647149,0.3768749,0.01563778,0.15584396,0.015637742,0.01564756,0.38906908
0.013937206,0.01390122,0.013898858,0.013895563,0.013893437,0.21818638,0.013894952,0.69839233
0.015627343,0.5115811,0.015655175,0.015642118,0.015630586,0.39456272,0.015648266,0.015652647
0.04170324,0.37478665,0.04175799,0.0416796,0.041678697,0.37498936,0.04172581,0.041678697
0.03136076,0.031265203,0.7808269,0.031263478,0.031252176,0.03131852,0.03136206,0.031350896
0.58636576,0.12872407,0.23676892,0.009636361,0.009629221,0.009628528,0.00962192,0.009625177
0.2726427,0.0056982795,0.19498122,0.1653138,0.34430245,0.0056839124,0.0056892545,0.0056883623
0.3227497,0.015636675,0.015672075,0.015635679,0.015641754,0.5833466,0.01566211,0.015655389
0.0625134,0.062513396,0.06251341,0.062513396,0.062513396,0.06251341,0.062513426,0.5624061
0.015643232,0.5322975,0.01564619,0.01562799,0.015626943,0.3738772,0.015633624,0.015647361
0.013906602,0.2601624,0.19361718,0.32067204,0.013908732,0.16993281,0.013890317,0.01390996
0.025151553,0.30414748,0.3511259,0.025135944,0.21897802,0.025139969,0.025136197,0.025184968
0.03128294,0.031262323,0.031262014,0.53136545,0.031264056,0.031261988,0.031262,0.28103924
0.02501736,0.025016958,0.6013797,0.02501008,0.025008118,0.24854046,0.02500539,0.02502189
0.041672524,0.041672524,0.3749996,0.041672524,0.041672524,0.041672528,0.37496525,0.041672524
0.23245518,0.02501678,0.025024097,0.025002616,0.025020467,0.6174394,0.025002621,0.025038844
0.08501927,0.18039104,0.007820233,0.37862456,0.007828764,0.007824317,0.0078353705,0.32465646
0.46958622,0.020852998,0.020853389,0.40527302,0.020864766,0.020862686,0.020853885,0.02085305
0.008937988,0.008943589,0.008933926,0.31360847,0.008946971,0.100268945,0.008935709,0.5414244
0.0062678964,0.0062568914,0.0062536825,0.9561901,0.0062572933,0.006256268,0.0062632156,0.006254668
0.16621876,0.3059281,0.007816499,0.2154253,0.007828532,0.007821267,0.007821749,0.2811398
0.03125354,0.03128429,0.37544325,0.031253535,0.031255864,0.0313005,0.03125354,0.43695548
0.16554438,0.11365069,0.001763486,0.64685196,0.0017641523,0.0017621658,0.0669,0.0017632033
0.13442689,0.003795031,0.0037963132,0.10188121,0.09099748,0.0037949686,0.003791212,0.65751684
0.24108525,0.0011489815,0.0011488437,0.53897476,0.19165932,0.023686327,0.001148303,0.0011481795
0.01564054,0.015642554,0.35102922,0.3133152,0.015654672,0.25742322,0.015633738,0.015660848
0.0048154825,0.004815754,0.0048152916,0.0048189485,0.91618973,0.054913353,0.0048155226,0.0048159393
0.020850213,0.020839127,0.39102226,0.02085362,0.0208589,0.020833991,0.48388517,0.020856677
0.008375858,0.44655278,0.00836831,0.008382878,0.31942308,0.008368938,0.10340386,0.09712433
0.0062588793,0.006260382,0.0062557417,0.0062599066,0.587091,0.0062577105,0.0062550283,0.37536132
0.14255995,0.75069994,0.0037913807,0.00379798,0.08776493,0.0037931378,0.0037926303,0.0038000648
0.005692403,0.37206763,0.005695728,0.09276187,0.005688168,0.0056868307,0.0056859315,0.50672144
0.00391324,0.003915551,0.0039081867,0.46674544,0.50978804,0.003907399,0.003911878,0.0039102687
0.031250343,0.031283937,0.031368174,0.031250343,0.031250354,0.7810303,0.03126422,0.031302344
0.48438865,0.025059579,0.36528775,0.025008747,0.025001723,0.025080424,0.025109557,0.025063617
0.06257639,0.06257635,0.5619653,0.06257634,0.062576346,0.062576436,0.06257652,0.06257635
0.03133685,0.031369176,0.03135313,0.031333555,0.031338543,0.4326419,0.031333063,0.37929377
0.17989486,0.00368399,0.0036815065,0.40482503,0.0036840187,0.19910492,0.0036806357,0.20144504
0.012526825,0.012507867,0.012509107,0.012501539,0.012506149,0.6966119,0.012526115,0.22831053
0.008351229,0.008346768,0.0083404565,0.00835008,0.24853858,0.008352122,0.0083396975,0.7013811
0.015645942,0.015650991,0.0156396,0.015643403,0.015632004,0.015699355,0.01563053,0.8904582
0.8748223,0.017879792,0.017863581,0.017915187,0.017875684,0.017868035,0.017880637,0.017894771
0.0036802867,0.4524582,0.0036804455,0.0036828138,0.15378445,0.003680598,0.049906205,0.32912692
0.012505791,0.012512719,0.012508535,0.012530291,0.0125369355,0.91235685,0.012533412,0.012515416
0.0035786708,0.0035819728,0.00357467,0.37400886,0.0035800093,0.4280449,0.18004848,0.0035824254
0.01566015,0.4773091,0.015658075,0.015640026,0.015648182,0.015681278,0.01566199,0.42874122
0.020879515,0.020862617,0.020886995,0.020858502,0.020848818,0.020890892,0.020868963,0.85390365
0.70803875,0.04170785,0.041707892,0.04170784,0.04170784,0.04170788,0.04170792,0.041714065
0.013897952,0.013920886,0.013922289,0.013926931,0.37567163,0.29470778,0.1161741,0.1577785
0.031343833,0.031302806,0.780823,0.031274717,0.03128928,0.03135783,0.031314258,0.031294256
0.010425578,0.0104359,0.010422329,0.010421108,0.15711232,0.010433745,0.010418856,0.7803302
0.47725248,0.46009704,0.010426944,0.0104443,0.010438238,0.010437376,0.010451426,0.010452199
0.015642533,0.701913,0.015658094,0.015634354,0.015630726,0.20423049,0.015637953,0.015652891
0.0050120815,0.005010266,0.005005731,0.3422054,0.6277185,0.0050155567,0.0050052516,0.0050272113
0.0054438403,0.073388465,0.005442667,0.5861687,0.31322092,0.0054493435,0.0054409793,0.005445099
0.062518716,0.06251871,0.06251873,0.0625187,0.0625187,0.06251872,0.56236905,0.06251871
0.008937448,0.6276237,0.008934096,0.008936533,0.008934046,0.3187528,0.008934866,0.008946541
0.005015027,0.0050084535,0.005008813,0.0050054677,0.8410858,0.0050058533,0.00500428,0.12886631
0.012513718,0.2395697,0.012515874,0.012517465,0.012524467,0.012532096,0.6853011,0.012525593
0.00782829,0.23213708,0.007822527,0.2970435,0.007824671,0.007815226,0.43170547,0.0078232
0.00894828,0.25595957,0.008934909,0.50975525,0.008942391,0.008948649,0.008942086,0.18956889
0.008937601,0.60720843,0.008943474,0.0089367945,0.20400718,0.1440864,0.008935595,0.0089445505
0.01250684,0.9123484,0.012554404,0.012508505,0.012507803,0.012531223,0.012516075,0.012526723
0.02084309,0.8538956,0.020847654,0.02085678,0.020903561,0.020960862,0.020841112,0.02085136
0.008351158,0.3251003,0.008346795,0.008340323,0.008339099,0.17097256,0.008334993,0.46221477
0.8274448,0.009628055,0.009625105,0.009633862,0.0096277585,0.009631645,0.11477257,0.009636191
0.08472203,0.0031302602,0.0031301363,0.003128333,0.74114156,0.0031269572,0.003126372,0.15849438
0.020856373,0.02085128,0.372106,0.020852234,0.020838426,0.33635935,0.18727152,0.020864794
0.0073782736,0.007367698,0.0073648402,0.7298617,0.007368852,0.007360148,0.007374393,0.22592416
0.0029797656,0.3029824,0.0029775484,0.12687004,0.55525327,0.0029769368,0.0029809338,0.002979104
0.005691579,0.29524997,0.0056921104,0.0056951107,0.0056985645,0.37843275,0.005685417,0.29785448
0.010440844,0.010436048,0.3950274,0.25814146,0.01042992,0.010439044,0.05693536,0.24814993
0.0035773593,0.45334408,0.0035802228,0.099802226,0.13688976,0.003578483,0.09169552,0.20753233
0.008338727,0.008355262,0.008354567,0.008346237,0.008352971,0.00834665,0.38271362,0.567192
0.013929108,0.013895189,0.12537336,0.6266057,0.013908297,0.013898964,0.17847297,0.01391648
0.18490748,0.2240919,0.0062613883,0.38731748,0.0062725106,0.006260512,0.0062561226,0.17863263
0.025007783,0.025013262,0.025013965,0.02500585,0.025002562,0.025045644,0.025002409,0.8249085
0.04168584,0.041685835,0.041685853,0.041685827,0.041685827,0.04168585,0.7081991,0.041685827
0.21759394,0.020855214,0.020889143,0.020836892,0.020838238,0.6572745,0.020840501,0.020871561
0.19623755,0.6031418,0.0015078407,0.13513893,0.0015091677,0.001508886,0.0015075769,0.059448253
0.017879568,0.017940408,0.017886534,0.017903233,0.54776055,0.3448454,0.017880742,0.017903524
0.013910755,0.9025912,0.013911525,0.013900205,0.013899138,0.013981131,0.013899716,0.0139062675
0.010432466,0.01044367,0.010434612,0.010420363,0.010427022,0.13548669,0.010417894,0.8019373
0.041834723,0.372142,0.04181351,0.041813333,0.041813336,0.3768588,0.04181362,0.041910645
0.70770234,0.04168444,0.041823648,0.041686133,0.041684438,0.04194485,0.041773926,0.04170026
0.01562946,0.015650205,0.015645523,0.015643395,0.015637081,0.23110491,0.015641935,0.6750475
0.025029114,0.62250197,0.025032286,0.22734615,0.025015732,0.02501814,0.025010765,0.0250458
0.03125761,0.03125789,0.031253364,0.03126235,0.031265076,0.031254314,0.7811855,0.031263858
0.013912568,0.0139417,0.013905453,0.013897785,0.013897324,0.013908114,0.013894883,0.9026422
0.42987743,0.008354238,0.008359065,0.008353256,0.008346588,0.0083468845,0.16131122,0.3670513
0.0056869905,0.005687191,0.0056848126,0.60725653,0.005693305,0.005685605,0.35861114,0.005694424
0.78106266,0.031255998,0.031251583,0.03128256,0.03126086,0.03125264,0.031379282,0.031254385
0.012502202,0.012508101,0.9123575,0.0125314025,0.012583907,0.012502515,0.01250038,0.012513914
0.009634218,0.32019356,0.00962525,0.009629467,0.009629788,0.009643118,0.12149713,0.51014745
0.06251869,0.062518686,0.06251871,0.06251868,0.06251868,0.0625187,0.56236917,0.062518686
0.0050071212,0.005007494,0.0050059264,0.0050115082,0.7135908,0.0050038006,0.005002398,0.256371
0.9123917,0.01252267,0.012501761,0.012516156,0.0125396205,0.01251823,0.012507701,0.012502193
0.031262834,0.03126278,0.03130125,0.031300582,0.03127275,0.031262796,0.031444374,0.7808926
0.004177288,0.42227438,0.11096548,0.0041714814,0.2819398,0.004175494,0.0041723694,0.1681237
0.013903924,0.01390336,0.21036454,0.013899551,0.013908614,0.013914824,0.013899549,0.70620567
0.3361077,0.14990005,0.010421258,0.010429947,0.010424154,0.0104174055,0.46185008,0.010449449
0.25715736,0.005007474,0.055852007,0.32698473,0.3399724,0.0050075795,0.005012949,0.005005487
0.06255273,0.062552705,0.062552765,0.0625527,0.0625527,0.06255275,0.562131,0.062552705
0.041717384,0.3740449,0.041722264,0.041717358,0.04171736,0.37564594,0.04171746,0.04171736
0.1857523,0.38102272,0.013901563,0.013893082,0.013914239,0.013908472,0.01390007,0.36370757
0.025043705,0.025009323,0.025063314,0.025008855,0.02501019,0.025010213,0.8248195,0.025034875
0.03126899,0.42921865,0.031271473,0.031279918,0.03126514,0.38308144,0.031327005,0.031287383
0.005959024,0.0059701516,0.005957055,0.005975113,0.13984257,0.005962543,0.0060063736,0.8243271
0.1700525,0.011375056,0.011374195,0.011372839,0.011370009,0.35084367,0.011368239,0.42224348
0.062781565,0.062781475,0.06278179,0.5605286,0.06278142,0.06278172,0.06278203,0.062781446
0.8539693,0.020855252,0.020855727,0.020873029,0.020851675,0.02085454,0.02088157,0.020858973
0.008941862,0.51135206,0.00893692,0.15634161,0.10403104,0.19250992,0.008937688,0.008948881
0.08733785,0.5105533,0.15435216,0.13141763,0.002915398,0.10758576,0.0029252854,0.002912593
0.013900066,0.32163766,0.013893337,0.013904018,0.013896384,0.4706654,0.13818325,0.013919894
0.017889002,0.01789026,0.18011935,0.48258477,0.017879875,0.24786445,0.017887538,0.017884746
0.025009908,0.025022486,0.02502487,0.025007917,0.025001425,0.82488036,0.025041226,0.02501184
0.017913595,0.270936,0.017918881,0.017900677,0.017909521,0.017914802,0.31011936,0.32938713
0.020837074,0.020850452,0.020885976,0.020833878,0.02083402,0.85406405,0.02083388,0.020860631
0.31739995,0.002275962,0.0022755198,0.31975037,0.23871076,0.07251872,0.0022786069,0.044790145
0.3019509,0.01045254,0.010446318,0.010435728,0.010442253,0.63535947,0.010447898,0.010464894
0.031286187,0.031280156,0.03131425,0.031287264,0.78101057,0.031264566,0.031278443,0.031278532
0.1625638,0.012525614,0.012519832,0.123761825,0.012530892,0.012517842,0.012508651,0.6510715
0.013896449,0.4873277,0.013921631,0.0139042735,0.013904167,0.42924666,0.013892793,0.01390636
0.017900573,0.017906815,0.0178597,0.017872943,0.017859327,0.33661494,0.017859109,0.55612653
0.9415803,0.008346191,0.008350361,0.008343503,0.008338497,0.008346433,0.008338943,0.0083557395
0.011396971,0.3200835,0.2922882,0.011374154,0.011368165,0.011381026,0.33069992,0.011408016
0.011381252,0.011379435,0.011382693,0.011386996,0.42725265,0.12326849,0.011371908,0.39257658
0.00626035,0.52375615,0.006252925,0.12022311,0.0062662126,0.0062700296,0.006259549,0.32471165
0.18060836,0.008944649,0.1316535,0.008943922,0.008938359,0.008939032,0.008932612,0.6430396
0.017878428,0.017884374,0.017880546,0.017875032,0.017863309,0.017894376,0.24649423,0.6462297
0.020843348,0.020853026,0.020836689,0.020886691,0.687362,0.020836689,0.18746205,0.020919494
0.025031159,0.02503421,0.025039855,0.025029168,0.025034733,0.5803654,0.025029106,0.2694364
0.031254567,0.031336434,0.03125457,0.5310722,0.031264048,0.031281758,0.28121808,0.031318303
0.031284183,0.031270232,0.0313576,0.03126019,0.031265408,0.031287815,0.7809761,0.031298485
0.45393193,0.025023349,0.025106264,0.025001755,0.025013331,0.395899,0.025001759,0.025022589
0.007827796,0.007831057,0.6528039,0.3002209,0.007823958,0.00782603,0.007834586,0.007831827
0.668754,0.0046365773,0.0046348353,0.004644548,0.30340785,0.0046370113,0.004646294,0.004638933
0.3292043,0.0069567943,0.07974804,0.16268036,0.40053254,0.006958021,0.0069553005,0.0069646738
0.6177573,0.3405076,0.006953156,0.0069538835,0.0069542495,0.0069585657,0.0069635315,0.0069516934
0.0040379027,0.004047619,0.0040374235,0.9717379,0.004038871,0.00403264,0.0040339204,0.0040337034
0.0065857107,0.00658601,0.1343569,0.29173544,0.5409825,0.0065803532,0.006582174,0.0065909238
0.24991924,0.060332417,0.017879084,0.017863905,0.017867574,0.017877385,0.25549313,0.36276728
0.025013564,0.02501653,0.025007306,0.025000727,0.025000727,0.4916262,0.025014186,0.3583208
0.041669376,0.041669372,0.7083144,0.041669372,0.041669372,0.041669376,0.041669376,0.041669372
0.325954,0.33068398,0.0059610475,0.005963221,0.22541937,0.09409143,0.005965011,0.005961941
0.3447811,0.4673381,0.158069,0.0059594624,0.00595932,0.005969554,0.0059565054,0.0059669754
0.017865429,0.017897258,0.017864386,0.017867142,0.017864898,0.16978711,0.017873436,0.7229804
0.011383974,0.011371889,0.19405869,0.4626328,0.011380875,0.011364871,0.28644136,0.011365547
0.0056888224,0.0056915744,0.00568636,0.7087249,0.25712237,0.005691807,0.005694695,0.0056994813
0.21203281,0.012517396,0.0125210555,0.012515089,0.0125160655,0.012532258,0.16758713,0.5577782
0.015645277,0.015640436,0.015638769,0.01562909,0.2882539,0.3647062,0.0156321,0.26885423
0.01563665,0.015647285,0.18602242,0.015640572,0.015627675,0.015643053,0.14322063,0.5925617
0.020875359,0.020868314,0.020861555,0.020855514,0.020851113,0.45086545,0.020851666,0.42397103
0.005692004,0.0056926296,0.0056986497,0.77489644,0.005701498,0.005691041,0.0056973067,0.19093047
0.0039170687,0.09421791,0.0039083054,0.88229877,0.0039156405,0.0039104274,0.0039083464,0.0039235596
0.020836871,0.020883154,0.17914389,0.02089068,0.20835933,0.020936621,0.020899486,0.50805
0.0041742893,0.31007195,0.0041738176,0.12807927,0.54098296,0.0041713263,0.004172557,0.0041738683
0.008343189,0.008342652,0.008335868,0.00834083,0.3772401,0.00834283,0.008335282,0.5727192
0.020849109,0.67006004,0.020871839,0.020846784,0.020854622,0.20481299,0.020834627,0.020869981
0.015646776,0.015642677,0.015642926,0.015672313,0.31290373,0.5046399,0.104171775,0.015679862
0.21804738,0.02502159,0.4316987,0.025020815,0.025025807,0.22515038,0.025016876,0.025018435
0.21150292,0.020862611,0.020836687,0.543604,0.14068371,0.020836687,0.020836689,0.020836685
0.15130107,0.0059609786,0.005961594,0.4180238,0.4008705,0.005958552,0.005964779,0.0059587685
0.013906585,0.26797298,0.013916868,0.64847,0.01391838,0.013955765,0.013945735,0.013913758
0.0069578956,0.17367685,0.006950146,0.14527781,0.14340623,0.0069516315,0.28244427,0.23433512
0.017865408,0.017878184,0.01788618,0.16063249,0.017871447,0.017889462,0.017875353,0.73210144
0.008344799,0.008354597,0.008344396,0.008342525,0.25551397,0.008342316,0.008334769,0.6944226
0.015644625,0.015651165,0.15845932,0.015640981,0.015632788,0.1795603,0.13046,0.46895084
0.6078289,0.006587179,0.074226566,0.2850131,0.006592226,0.006580938,0.006587353,0.006583694
0.020845221,0.8540592,0.020838557,0.020848438,0.020847188,0.020835536,0.02084631,0.020879496
0.025071438,0.025072416,0.49120995,0.35845718,0.025016375,0.025060317,0.025064392,0.025047906
0.39181128,0.2738569,0.0037920708,0.23220909,0.003795556,0.08694661,0.003793302,0.0037952024
0.0028456491,0.0028456876,0.099653326,0.05850591,0.8276094,0.0028468058,0.002844793,0.0028484066
0.02085811,0.020862604,0.02089722,0.020835556,0.020837158,0.8540025,0.02084122,0.020865655
0.01394099,0.013901746,0.013916842,0.013901378,0.013953965,0.29379556,0.013895213,0.6226943
0.013911917,0.013947066,0.013910895,0.9025474,0.013921164,0.013906131,0.013904735,0.013950629
0.01789636,0.5630809,0.01786006,0.017871711,0.017870743,0.017879046,0.32966664,0.017874565
0.06250489,0.06250488,0.06250489,0.06250488,0.06250488,0.06250489,0.56246585,0.06250488
0.013892047,0.013906953,0.013911022,0.013946631,0.90263504,0.013899826,0.01389905,0.0139095
0.36597392,0.004316352,0.0043181274,0.17151843,0.0043154154,0.20004216,0.0043144873,0.24520113
0.007360263,0.37179676,0.0073582735,0.0073563633,0.0073706373,0.007369483,0.0073589566,0.58402926
0.015633473,0.27231163,0.17832932,0.015641294,0.01563636,0.01562943,0.01562699,0.4711915
0.07226025,0.24179374,0.0028468631,0.31896153,0.002847406,0.002845836,0.0028485153,0.35559586
0.85383993,0.009626319,0.009617859,0.00962576,0.009621925,0.08842573,0.009623222,0.009619244
0.013909035,0.51848865,0.013908846,0.013926656,0.013917582,0.013900582,0.3980227,0.013925966
0.005220351,0.8854221,0.08327543,0.00521609,0.005220437,0.005215504,0.005214241,0.0052158562
0.008342672,0.008352491,0.28648865,0.008347772,0.40001953,0.008356685,0.008336187,0.271756
0.017876947,0.017870007,0.017864278,0.01785884,0.017862571,0.22317617,0.017869897,0.6696213
0.005688089,0.2797185,0.0056891236,0.39000738,0.0056916,0.0056894724,0.0056938734,0.301822
0.025009835,0.025002358,0.025002187,0.025010478,0.8249208,0.025014648,0.025001772,0.025037985
0.00391229,0.23204495,0.07619965,0.25200298,0.003910793,0.0039112167,0.05762809,0.37039006
0.06278156,0.06278147,0.06278178,0.56052864,0.062781416,0.062781714,0.06278202,0.06278144
0.062504895,0.06250489,0.062504895,0.06250489,0.06250489,0.062504895,0.5624658,0.06250489
0.3798899,0.004320781,0.004320176,0.32512647,0.00432002,0.0043144883,0.081484124,0.196224
0.015662935,0.015644798,0.015654506,0.015631692,0.015633313,0.015666695,0.14263822,0.76346785
0.0073655327,0.6538641,0.0073627993,0.007370893,0.18706003,0.122238316,0.007367056,0.0073712673
0.012521174,0.37386572,0.34520078,0.0125409905,0.0125141535,0.21832255,0.012506298,0.012528353
0.0029776285,0.4428935,0.24110384,0.057458393,0.0029836916,0.0029816383,0.002978293,0.24662298
0.013900732,0.01392153,0.4088816,0.0138943745,0.013891109,0.013899391,0.013909817,0.50770146
0.031265855,0.031271543,0.031283975,0.031261962,0.031261966,0.42989215,0.031261988,0.38250053
0.00961863,0.009629984,0.53332144,0.009643794,0.009634292,0.00962059,0.0096207205,0.40891054
0.0073619424,0.18102905,0.21490574,0.09303432,0.00736131,0.48159042,0.0073538474,0.0073633553
0.31993932,0.0052184877,0.12002448,0.0052193515,0.533948,0.0052217906,0.0052113784,0.0052171936
0.012521264,0.012512458,0.012504798,0.012518913,0.91234994,0.012517948,0.012552977,0.012521711
0.0062622065,0.1844049,0.0062691635,0.077624075,0.0062557883,0.09447947,0.0062525445,0.61845183
0.00895146,0.6061693,0.008940386,0.008949826,0.008934456,0.008953573,0.008933623,0.3401674
0.06688845,0.0040395595,0.004036438,0.107488796,0.8054407,0.004034656,0.004034124,0.0040372764
0.041743036,0.04174301,0.04174309,0.041742995,0.041743,0.041743074,0.04174315,0.70779866
0.013899292,0.013901691,0.013915966,0.40868142,0.013907122,0.5078756,0.0139007885,0.013918104
0.041669626,0.041669622,0.70802623,0.041680682,0.04171721,0.041885316,0.041669626,0.041681733
0.0018982707,0.16716957,0.15876417,0.0018969326,0.32703292,0.0018971061,0.0018963234,0.33944476
0.03128844,0.031272747,0.28117087,0.03125428,0.03125428,0.531223,0.031254288,0.031282097
0.017885147,0.48221385,0.017890578,0.017905032,0.017880924,0.41046473,0.017875416,0.017884318
0.14662252,0.017899755,0.017883582,0.1885742,0.5752586,0.017935378,0.017886432,0.017939525
0.025010567,0.025016492,0.4531194,0.025002915,0.025003161,0.025026618,0.025007486,0.39681336
