Topic_0,Topic_1,Topic_2,Topic_3,Topic_4,Topic_5,Topic_6,Topic_7
0.0025549142,0.0025579708,0.14819145,0.0025568875,0.6651928,0.002559644,0.0025552898,0.17383105
0.011376935,0.011369869,0.011369363,0.011388106,0.9203915,0.011364086,0.0113698,0.011370358
0.04167402,0.04167402,0.04167403,0.7080464,0.04167402,0.04175061,0.041773006,0.041733906
0.0032963834,0.003294724,0.0032901652,0.84019274,0.0032973855,0.0032927163,0.14004186,0.0032939906
0.47846606,0.013898747,0.013895841,0.013903122,0.4381493,0.013889563,0.01389227,0.0139050875
0.041668065,0.041668065,0.041681133,0.041672178,0.041681446,0.70828956,0.04166807,0.04167148
0.041678075,0.041678075,0.041678086,0.041678093,0.04167807,0.04167808,0.37518016,0.37475136
0.41074106,0.35093516,0.00569094,0.13353926,0.005696737,0.08201454,0.0056931125,0.005689248
0.002259361,0.0018400617,0.0018391705,0.49927965,0.48926327,0.0018392705,0.0018400605,0.0018391352
0.008942361,0.008935761,0.008945523,0.6803982,0.008946615,0.008939094,0.2659538,0.008938612
0.00695347,0.0069500105,0.0069465344,0.0069560274,0.95134383,0.0069447933,0.006958433,0.0069468804
0.68763113,0.012521966,0.012510486,0.012525635,0.0125232525,0.23726052,0.012519306,0.01250776
0.031315006,0.031300284,0.031280305,0.51734626,0.031288315,0.2948495,0.031329814,0.031290483
0.0073684785,0.007364378,0.0073641585,0.6164018,0.33942756,0.007356374,0.0073575275,0.007359726
0.008342314,0.008340975,0.008335263,0.24532758,0.63044965,0.00833467,0.008346783,0.08252281
0.0023184526,0.0023176954,0.024390483,0.7916573,0.14518817,0.0023158859,0.029494902,0.0023171308
0.02084062,0.020836422,0.020834107,0.020842252,0.020839816,0.02083461,0.8541367,0.02083545
0.00284289,0.0028446699,0.0028467719,0.2592281,0.7237082,0.00284221,0.0028448612,0.002842301
0.012523904,0.012517919,0.012502737,0.423023,0.5019101,0.012502605,0.012507079,0.012512708
0.00893375,0.3379208,0.008932891,0.0089515075,0.41102067,0.20635174,0.00894384,0.008944786
0.012523783,0.012522955,0.21340184,0.47849917,0.012519627,0.2454987,0.012519348,0.012514598
0.010438904,0.010435359,0.41153264,0.010434859,0.13566007,0.010433507,0.010425906,0.40063876
0.08091615,0.0012273191,0.0012265622,0.4174596,0.495489,0.0012267911,0.0012270329,0.0012275082
0.45294762,0.013894473,0.013922571,0.46361887,0.013913142,0.013901943,0.013892232,0.013909126
0.16205485,0.16359165,0.18882777,0.005445398,0.1714547,0.29774567,0.0054370905,0.005442832
0.015662912,0.015648987,0.16736975,0.40985453,0.34452644,0.01564363,0.015644006,0.015649738
0.36004904,0.0065843947,0.0065991343,0.16955914,0.4374599,0.0065809772,0.0065844646,0.0065830145
0.7362946,0.1549301,0.0048174406,0.00481588,0.084700964,0.004811132,0.0048134434,0.0048164236
0.0039145253,0.084822856,0.0039087934,0.0039127427,0.83377844,0.061837666,0.0039112866,0.0039136624
0.0125045,0.012513092,0.012516814,0.012525219,0.3910298,0.012501215,0.012503303,0.53390604
0.0030592266,0.0030511538,0.003049624,0.97861487,0.0030546053,0.0030497215,0.0030678327,0.0030529618
0.00963609,0.009618782,0.00962182,0.72904575,0.21322355,0.009616646,0.009617479,0.009619876
0.0066156136,0.20092757,0.0065903133,0.20657383,0.55953604,0.006582772,0.006588303,0.0065856054
0.09168264,0.38368297,0.0032952589,0.20748127,0.003296272,0.15629743,0.0032938956,0.15097024
0.008958133,0.008946069,0.008941353,0.48136944,0.36135414,0.11254024,0.008947053,0.008943569
0.008336848,0.008343002,0.3671583,0.008374135,0.20300497,0.3881002,0.008334723,0.008347808
0.005439287,0.0054428903,0.08023702,0.8111479,0.005439823,0.005441768,0.005438935,0.081412345
0.25809488,0.009627677,0.009620292,0.38690674,0.30688155,0.009622865,0.009620793,0.0096251955
0.0065846746,0.85354865,0.0065899575,0.0065849917,0.10692869,0.0065912884,0.0065809404,0.0065907533
0.92702794,0.010422781,0.01042805,0.010434114,0.01042614,0.010417144,0.010418988,0.010424847
0.004171625,0.0041689407,0.004168385,0.57140255,0.40358227,0.004167226,0.004170613,0.004168381
0.009653454,0.0096346075,0.00962618,0.009634876,0.27705497,0.009629049,0.009625539,0.66514134
0.0037927183,0.0037906112,0.0037894775,0.38302168,0.5942354,0.0037895227,0.0037903474,0.0037902677
0.53073895,0.007825966,0.007821919,0.18361229,0.007835916,0.24652101,0.007819018,0.007824878
0.38005653,0.031260896,0.03127896,0.4323103,0.03127997,0.03125373,0.031298853,0.031260725
0.002662577,0.14100567,0.0026617409,0.70510525,0.07382873,0.0026612007,0.06941366,0.0026612196
0.013912681,0.013913604,0.013913407,0.38317028,0.5333425,0.013912591,0.013926098,0.0139088975
0.17969736,0.015636222,0.015641019,0.015656136,0.015635032,0.72647,0.015627569,0.01563665
0.013903739,0.4838793,0.23767014,0.013911817,0.013904613,0.013908267,0.013896184,0.20892593
0.0056997375,0.0056872466,0.005690651,0.4173491,0.54849476,0.0057036006,0.005686077,0.005688865
0.017870761,0.017866006,0.017872237,0.017873125,0.41275096,0.017877582,0.4800229,0.017866397
0.0062589296,0.00626015,0.006260643,0.1154978,0.8469607,0.0062533985,0.0062541137,0.0062542274
0.008943152,0.008940444,0.13189727,0.008941776,0.8144766,0.008929599,0.008934667,0.008936472
0.008934227,0.0089355325,0.63397723,0.008936214,0.3123802,0.008942612,0.008931971,0.008962055
0.007357304,0.41171438,0.007355969,0.0073680766,0.41156113,0.007354808,0.13992621,0.0073621403
0.0054461597,0.005447145,0.0054404396,0.9619097,0.005444525,0.005436181,0.0054374835,0.0054383823
0.0041720197,0.15846841,0.004171971,0.0041774884,0.8164923,0.004168918,0.004178382,0.0041704685
0.013907935,0.013902444,0.013900144,0.013909401,0.9026741,0.01389832,0.013894844,0.013912811
0.0096249785,0.33954984,0.009638254,0.45431787,0.009622003,0.009642956,0.009631828,0.15797228
0.017869307,0.017869946,0.017869927,0.017928515,0.8748528,0.017869333,0.017869592,0.017870583
0.0043132054,0.0043159155,0.00431434,0.0043198047,0.8601137,0.0043109306,0.00431196,0.11400017
0.0054389294,0.09140103,0.005446018,0.30006474,0.36098135,0.005441701,0.0054391697,0.2257871
0.0024538906,0.0024521975,0.0024521921,0.0024585908,0.9828182,0.002452977,0.002454306,0.0024576634
0.012538114,0.012516276,0.01253073,0.012522526,0.2879239,0.13188991,0.012502748,0.5175758
0.0041750544,0.004171918,0.0041728243,0.5943033,0.38066635,0.0041692257,0.004172228,0.0041691223
0.01044562,0.16902363,0.01045883,0.010432459,0.010445415,0.43226802,0.34645718,0.010468838
0.025046343,0.4239771,0.025041746,0.025092043,0.42571756,0.025041737,0.025041776,0.025041705
0.0031314953,0.42756504,0.13037984,0.17621271,0.25331834,0.003129103,0.0031323764,0.0031311335
0.017861223,0.01786041,0.01785994,0.017874032,0.017868184,0.01785856,0.87495875,0.017858902
0.03127507,0.03126869,0.031277783,0.031298883,0.22414646,0.031322014,0.03125549,0.5881556
0.005221224,0.5249708,0.005215846,0.005222952,0.0052273367,0.15178062,0.06925599,0.23310517
0.30634925,0.0050076647,0.005009397,0.66359866,0.0050124573,0.0050063585,0.0050094863,0.0050066924
0.0036823426,0.0036783435,0.003678691,0.6081631,0.3152703,0.003677935,0.058171198,0.0036780385
0.041675698,0.041675694,0.041675705,0.041688383,0.041676264,0.041675705,0.04167571,0.70825684
0.74693686,0.0065903603,0.0065876767,0.21353103,0.0065890183,0.0065837926,0.006589202,0.0065920567
0.007815935,0.00782223,0.07152943,0.66873825,0.22061494,0.007814812,0.007837255,0.007827147
0.010441336,0.010439549,0.13243192,0.80493844,0.010436068,0.010435248,0.010435362,0.010442046
0.088051416,0.0026641036,0.00266308,0.3709816,0.30673814,0.0026646466,0.002661947,0.22357507
0.031355508,0.0313042,0.031279,0.03129222,0.38201502,0.43011162,0.031320088,0.031322327
0.49211463,0.011373046,0.011390661,0.43958452,0.011395825,0.011376515,0.011371801,0.011393004
0.009620512,0.009644395,0.009618827,0.9326079,0.009633681,0.009619033,0.009630849,0.009624837
0.0065935072,0.006596468,0.006582524,0.79327303,0.0065890662,0.0065829665,0.1671957,0.00658671
0.07792864,0.00431343,0.0043128026,0.4029501,0.49754655,0.004311685,0.0043245354,0.0043122373
0.012524538,0.01251568,0.012507684,0.0125219,0.5513772,0.37348735,0.012545944,0.012519665
0.005689905,0.45181155,0.0056953696,0.005692216,0.27090448,0.005692983,0.12740593,0.12710756
0.17612113,0.0056898696,0.005692526,0.7897273,0.005706499,0.0056869546,0.0056874687,0.005688258
0.309991,0.015656298,0.015626486,0.01563563,0.5961626,0.015626485,0.015626486,0.015674936
0.14723371,0.0054395245,0.005438178,0.2716558,0.55390495,0.005436321,0.0054534264,0.0054380903
0.32823688,0.017904628,0.017862136,0.017872022,0.5644848,0.017879445,0.01786699,0.017893162
0.7806379,0.03132484,0.031386215,0.031271014,0.031271014,0.03144216,0.03127105,0.031395778
0.3475184,0.0062536052,0.006250578,0.006263853,0.61495805,0.006250437,0.0062519656,0.006253041
